time,open,Percent change in price (close/open),close,BTC Dominance Open,Percent change in dominance (close/open),BTC Dominance Close,Volume,RSI (relative strength index),HV (historical volatility)
2019-02-06T19:00:00-05:00,3407,-0.2524%,3398.4,56.50431018,-0.3547%,56.30390148,18665.53864,38.67704426,19.58296566
2019-02-07T19:00:00-05:00,3398.4,7.6695%,3659.04,56.17370954,-0.8936%,55.67171461,47968.05801,57.24659042,46.73531379
2019-02-08T19:00:00-05:00,3660.27,0.1341%,3665.18,55.6119346,0.0502%,55.63984719,24759.83372,57.57253017,46.61424115
2019-02-09T19:00:00-05:00,3665.18,0.4060%,3680.06,55.61688283,-0.6753%,55.24130733,23250.60263,58.40023726,45.93213524
2019-02-10T19:00:00-05:00,3679.75,-1.3235%,3631.05,55.29433715,0.5116%,55.57723266,24954.61457,54.62058096,47.36154777
2019-02-11T19:00:00-05:00,3631.05,0.0113%,3631.46,55.59744457,-0.4889%,55.32560212,29479.59823,54.64702497,47.17140976
2019-02-12T19:00:00-05:00,3631.51,-0.6088%,3609.4,55.30253196,0.1327%,55.37590961,25773.99765,52.86210331,46.39212872
2019-02-13T19:00:00-05:00,3608.34,-0.4927%,3590.56,55.33905967,0.5226%,55.62827569,21753.50126,51.32039333,46.69862125
2019-02-14T19:00:00-05:00,3590.57,0.3314%,3602.47,55.61217598,-0.3576%,55.41330224,20777.8729,52.26811835,46.6930566
2019-02-15T19:00:00-05:00,3602.49,0.4419%,3618.41,55.4628067,-0.0249%,55.4489929,19565.99275,53.57094423,44.35718808
2019-02-16T19:00:00-05:00,3617.22,1.3922%,3667.58,55.46707713,-0.9177%,54.9580311,25690.22778,57.43079029,44.21352887
2019-02-17T19:00:00-05:00,3667.62,6.2978%,3898.6,54.96621741,-0.6558%,54.60576362,64042.73049,70.0352625,37.26895639
2019-02-18T19:00:00-05:00,3897.35,0.2679%,3907.79,54.56367323,0.1442%,54.64236344,50207.17267,70.41059479,37.24000049
2019-02-19T19:00:00-05:00,3907.35,1.5967%,3969.74,54.62536035,-0.7980%,54.18943813,36205.14085,72.87694392,37.57007554
2019-02-20T19:00:00-05:00,3969.74,-0.8169%,3937.31,54.19984019,0.8768%,54.67505431,31103.88473,69.6061279,36.61536514
2019-02-21T19:00:00-05:00,3937.31,0.6271%,3962,54.64135374,-0.0867%,54.59398134,23943.16375,70.68486757,36.29439928
2019-02-22T19:00:00-05:00,3962,3.9313%,4117.76,54.56887426,-0.6225%,54.22917131,33657.94288,76.38027699,38.59670121
2019-02-23T19:00:00-05:00,4118,-9.0928%,3743.56,54.231143,1.8299%,55.22350903,62224.18689,50.83038705,73.23201016
2019-02-24T19:00:00-05:00,3743.56,2.2535%,3827.92,55.19019021,-1.1931%,54.53170957,38102.96625,54.52365509,73.95437234
2019-02-25T19:00:00-05:00,3828.44,-0.5018%,3809.23,54.4929629,0.4798%,54.75442927,28838.74804,53.56371931,74.22242109
2019-02-26T19:00:00-05:00,3809.31,0.2300%,3818.07,54.77224495,0.3842%,54.98269561,31500.99547,53.97644832,74.03926765
2019-02-27T19:00:00-05:00,3818.04,-0.1139%,3813.69,54.95041581,-0.2378%,54.81972531,32561.96104,53.72166934,64.51081655
2019-02-28T19:00:00-05:00,3814.26,0.2291%,3823,54.78320643,-0.1764%,54.68657351,23174.57217,54.21635566,64.51299344
2019-03-01T19:00:00-05:00,3822.17,-0.0586%,3819.93,54.70402754,0.2872%,54.86116191,19445.83836,54.01132895,63.52492027
2019-03-02T19:00:00-05:00,3819.97,-0.3199%,3807.75,54.86343085,0.1881%,54.96661693,16718.16541,53.15251799,63.46439619
2019-03-03T19:00:00-05:00,3807.32,-2.4169%,3715.3,54.96034803,0.5906%,55.28496,34742.84166,47.03870213,64.21819284
2019-03-04T19:00:00-05:00,3716.1,3.8113%,3857.73,55.27889204,-1.5078%,54.4453839,32962.53616,55.52607386,63.97942289
2019-03-05T19:00:00-05:00,3857.58,0.1104%,3861.84,54.45233491,-0.2268%,54.3288174,24775.11883,55.7464617,30.01222881
2019-03-06T19:00:00-05:00,3861.84,0.3056%,3873.64,54.33630905,-0.0888%,54.28805737,26455.25766,56.41426931,27.44166463
2019-03-07T19:00:00-05:00,3873.63,-0.2256%,3864.89,54.30083729,0.7589%,54.71295151,34730.36659,55.74252999,27.26962236
2019-03-08T19:00:00-05:00,3864.88,2.0223%,3943.04,54.72978593,-0.4225%,54.49855499,30979.74765,60.2904459,29.28762682
2019-03-09T19:00:00-05:00,3943.43,-0.6748%,3916.82,54.49998382,-0.1594%,54.41309248,23187.56141,58.13205593,29.75576822
2019-03-10T20:00:00-04:00,3915.99,-1.1333%,3871.61,54.55422254,0.1505%,54.63634295,38066.88571,54.50852205,30.86409254
2019-03-11T20:00:00-04:00,3871.61,0.2872%,3882.73,54.55325549,-0.6312%,54.20893815,26921.00862,55.24742874,30.84608112
2019-03-12T20:00:00-04:00,3882.69,-0.4299%,3866,54.22142116,0.0200%,54.23225245,24461.00876,53.83076766,30.91692549
2019-03-13T20:00:00-04:00,3866,0.2876%,3877.12,54.15230795,-0.1598%,54.06574738,27048.74853,54.66291648,26.08507798
2019-03-14T20:00:00-04:00,3877.12,1.2030%,3923.76,54.06206711,-0.5135%,53.78445678,21740.0615,58.07601877,16.48918165
2019-03-15T20:00:00-04:00,3924.46,2.0772%,4005.98,53.78221735,-0.2050%,53.67193932,28568.37612,63.31860078,19.74717833
2019-03-16T20:00:00-04:00,4005.98,-0.6201%,3981.14,53.69508671,0.2012%,53.80312798,18814.25558,60.84315596,20.55086546
2019-03-17T20:00:00-04:00,3981.85,0.1497%,3987.81,53.80657562,0.1733%,53.89979695,22454.47801,61.28088592,20.32400024
2019-03-18T20:00:00-04:00,3987.83,0.6946%,4015.53,53.81180669,-0.0241%,53.7988479,19893.74182,63.12578841,17.54910831
2019-03-19T20:00:00-04:00,4017.48,0.6362%,4043.04,53.76273446,0.0707%,53.80074714,23432.30026,64.91260971,16.85627693
2019-03-20T20:00:00-04:00,4043.04,-1.5434%,3980.64,53.75532121,0.4151%,53.97846208,35997.68212,58.04222421,18.21563635
2019-03-21T20:00:00-04:00,3980.85,0.1527%,3986.93,54.00152736,-0.3918%,53.78997625,20022.60632,58.51882399,18.22827086
2019-03-22T20:00:00-04:00,3987.89,0.4544%,4006.01,53.79337804,-0.5598%,53.49225506,17302.60432,60.00298615,17.69712176
2019-03-23T20:00:00-04:00,4006.01,-0.3452%,3992.18,53.50008266,0.1394%,53.57466371,17179.85065,58.37268273,18.15268253
2019-03-24T20:00:00-04:00,3991.35,-1.3837%,3936.12,53.5824822,0.2218%,53.70131871,33192.89022,52.18335893,19.52392269
2019-03-25T20:00:00-04:00,3935.47,0.3324%,3948.55,53.68108411,0.0874%,53.72802051,29349.53763,53.3641052,14.85230535
2019-03-26T20:00:00-04:00,3948.77,2.2610%,4038.05,53.68556318,-0.7994%,53.2563804,32364.55585,60.85871732,19.75068779
2019-03-27T20:00:00-04:00,4039.58,-0.2914%,4027.81,53.26283077,0.1470%,53.34113823,20089.29388,59.67704313,19.8780652
